LOCATION,Country,TRANSACTION,SECTOR,TIME,Value
SVN,Slovenia,LF52,RS14_S15H,2013-Q1,1279.6
SVN,Slovenia,LF52,RS14_S15H,2013-Q2,1239.1
SVN,Slovenia,LF52,RS14_S15H,2013-Q3,1278.9
SVN,Slovenia,LF52,RS14_S15H,2013-Q4,1287.9
SVN,Slovenia,LF52,RS14_S15H,2014-Q1,1326
SVN,Slovenia,LF52,RS14_S15H,2014-Q2,1415.1
SVN,Slovenia,LF52,RS14_S15H,2014-Q3,1505.5
SVN,Slovenia,LF52,RS14_S15H,2014-Q4,1537.3
SVN,Slovenia,LF52,RS14_S15H,2015-Q1,1744.7
SVN,Slovenia,LF52,RS14_S15H,2015-Q2,1722.7
SVN,Slovenia,LF52,RS14_S15H,2015-Q3,1580.1
SVN,Slovenia,LF52,RS14_S15H,2015-Q4,1666.7
SVN,Slovenia,LF52,RS14_S15H,2016-Q1,1635.4
SVN,Slovenia,LF52,RS14_S15H,2016-Q2,1634.4
SVN,Slovenia,LF52,RS14_S15H,2016-Q3,1708.8
SVN,Slovenia,LF52,RS14_S15H,2016-Q4,1748.3
SVN,Slovenia,LF52,RS14_S15H,2017-Q1,1837.9
SVN,Slovenia,LF52,RS14_S15H,2017-Q2,1858.3
SVN,Slovenia,LF52,RS14_S15H,2017-Q3,1914.7
SVN,Slovenia,LF52,RS14_S15H,2017-Q4,1981
SVN,Slovenia,LF52,RS14_S15H,2018-Q1,1970.4
SVN,Slovenia,LF52,RS14_S15H,2018-Q2,2030.6
SVN,Slovenia,LF52,RS14_S15H,2018-Q3,2086.1
SVN,Slovenia,LF52,RS14_S15H,2018-Q4,1899.8
SVN,Slovenia,LF52,RS14_S15H,2019-Q1,2135
SVN,Slovenia,LF52,RS14_S15H,2019-Q2,2184.9
SVN,Slovenia,LF52,RS14_S15H,2019-Q3,2298.8
SVN,Slovenia,LF52,RS14_S15H,2019-Q4,2429.6
SVN,Slovenia,LF52,RS14_S15H,2020-Q1,2059.9
SVN,Slovenia,LF52,RS14_S15H,2020-Q2,2325.5
SVN,Slovenia,LF52,RS14_S15H,2020-Q3,2399.2
SVN,Slovenia,LF52,RS14_S15H,2020-Q4,2608.8
SVN,Slovenia,LF521,RS14_S15H,2013-Q1,12.1
SVN,Slovenia,LF521,RS14_S15H,2013-Q2,12.5
SVN,Slovenia,LF521,RS14_S15H,2013-Q3,15.5
SVN,Slovenia,LF521,RS14_S15H,2013-Q4,13.7
SVN,Slovenia,LF521,RS14_S15H,2014-Q1,18.3
SVN,Slovenia,LF521,RS14_S15H,2014-Q2,17.1
SVN,Slovenia,LF521,RS14_S15H,2014-Q3,19
SVN,Slovenia,LF521,RS14_S15H,2014-Q4,20.6
SVN,Slovenia,LF521,RS14_S15H,2015-Q1,22.6
SVN,Slovenia,LF521,RS14_S15H,2015-Q2,37.3
SVN,Slovenia,LF521,RS14_S15H,2015-Q3,41.4
SVN,Slovenia,LF521,RS14_S15H,2015-Q4,30.5
SVN,Slovenia,LF521,RS14_S15H,2016-Q1,38.9
SVN,Slovenia,LF521,RS14_S15H,2016-Q2,44.2
SVN,Slovenia,LF521,RS14_S15H,2016-Q3,38.3
SVN,Slovenia,LF521,RS14_S15H,2016-Q4,41.7
SVN,Slovenia,LF521,RS14_S15H,2017-Q1,37.1
SVN,Slovenia,LF521,RS14_S15H,2017-Q2,31.5
SVN,Slovenia,LF521,RS14_S15H,2017-Q3,34.5
SVN,Slovenia,LF521,RS14_S15H,2017-Q4,28.7
SVN,Slovenia,LF521,RS14_S15H,2018-Q1,31.3
SVN,Slovenia,LF521,RS14_S15H,2018-Q2,33.8
SVN,Slovenia,LF521,RS14_S15H,2018-Q3,35.4
SVN,Slovenia,LF521,RS14_S15H,2018-Q4,48.1
SVN,Slovenia,LF521,RS14_S15H,2019-Q1,45.8
SVN,Slovenia,LF521,RS14_S15H,2019-Q2,37.6
SVN,Slovenia,LF521,RS14_S15H,2019-Q3,33.8
SVN,Slovenia,LF521,RS14_S15H,2019-Q4,32.2
SVN,Slovenia,LF521,RS14_S15H,2020-Q1,65.3
SVN,Slovenia,LF521,RS14_S15H,2020-Q2,51.2
SVN,Slovenia,LF521,RS14_S15H,2020-Q3,48
SVN,Slovenia,LF521,RS14_S15H,2020-Q4,45.6
SVN,Slovenia,LF522,RS14_S15H,2013-Q1,1267.6
SVN,Slovenia,LF522,RS14_S15H,2013-Q2,1226.5
SVN,Slovenia,LF522,RS14_S15H,2013-Q3,1263.4
SVN,Slovenia,LF522,RS14_S15H,2013-Q4,1274.2
SVN,Slovenia,LF522,RS14_S15H,2014-Q1,1307.8
SVN,Slovenia,LF522,RS14_S15H,2014-Q2,1398
SVN,Slovenia,LF522,RS14_S15H,2014-Q3,1486.5
SVN,Slovenia,LF522,RS14_S15H,2014-Q4,1516.7
SVN,Slovenia,LF522,RS14_S15H,2015-Q1,1722.2
SVN,Slovenia,LF522,RS14_S15H,2015-Q2,1685.4
SVN,Slovenia,LF522,RS14_S15H,2015-Q3,1538.7
SVN,Slovenia,LF522,RS14_S15H,2015-Q4,1636.2
SVN,Slovenia,LF522,RS14_S15H,2016-Q1,1596.5
SVN,Slovenia,LF522,RS14_S15H,2016-Q2,1590.3
SVN,Slovenia,LF522,RS14_S15H,2016-Q3,1670.6
SVN,Slovenia,LF522,RS14_S15H,2016-Q4,1706.5
SVN,Slovenia,LF522,RS14_S15H,2017-Q1,1800.8
SVN,Slovenia,LF522,RS14_S15H,2017-Q2,1826.8
SVN,Slovenia,LF522,RS14_S15H,2017-Q3,1880.3
SVN,Slovenia,LF522,RS14_S15H,2017-Q4,1952.3
SVN,Slovenia,LF522,RS14_S15H,2018-Q1,1939.1
SVN,Slovenia,LF522,RS14_S15H,2018-Q2,1996.9
SVN,Slovenia,LF522,RS14_S15H,2018-Q3,2050.7
SVN,Slovenia,LF522,RS14_S15H,2018-Q4,1851.6
SVN,Slovenia,LF522,RS14_S15H,2019-Q1,2089.2
SVN,Slovenia,LF522,RS14_S15H,2019-Q2,2147.3
SVN,Slovenia,LF522,RS14_S15H,2019-Q3,2264.9
SVN,Slovenia,LF522,RS14_S15H,2019-Q4,2397.4
SVN,Slovenia,LF522,RS14_S15H,2020-Q1,1994.7
SVN,Slovenia,LF522,RS14_S15H,2020-Q2,2274.3
SVN,Slovenia,LF522,RS14_S15H,2020-Q3,2351.2
SVN,Slovenia,LF522,RS14_S15H,2020-Q4,2563.2
FRA,France,LF521,RS14_S15H,2013-Q1,25238.4
FRA,France,LF521,RS14_S15H,2013-Q2,23172.5
FRA,France,LF521,RS14_S15H,2013-Q3,21093.3
FRA,France,LF521,RS14_S15H,2013-Q4,17854.9
FRA,France,LF521,RS14_S15H,2014-Q1,19371.9
FRA,France,LF521,RS14_S15H,2014-Q2,17623
FRA,France,LF521,RS14_S15H,2014-Q3,15650
FRA,France,LF521,RS14_S15H,2014-Q4,14183.2
FRA,France,LF521,RS14_S15H,2015-Q1,16179.8
FRA,France,LF521,RS14_S15H,2015-Q2,16924.2
FRA,France,LF521,RS14_S15H,2015-Q3,15725.6
FRA,France,LF521,RS14_S15H,2015-Q4,17682.6
FRA,France,LF521,RS14_S15H,2016-Q1,18694.3
FRA,France,LF521,RS14_S15H,2016-Q2,11857.7
FRA,France,LF521,RS14_S15H,2016-Q3,11195.8
FRA,France,LF521,RS14_S15H,2016-Q4,10625.2
FRA,France,LF521,RS14_S15H,2017-Q1,9834.5
FRA,France,LF521,RS14_S15H,2017-Q2,8994.1
FRA,France,LF521,RS14_S15H,2017-Q3,8004.4
FRA,France,LF521,RS14_S15H,2017-Q4,9050.7
FRA,France,LF521,RS14_S15H,2018-Q1,7858.2
FRA,France,LF521,RS14_S15H,2018-Q2,7623.6
FRA,France,LF521,RS14_S15H,2018-Q3,7201.8
FRA,France,LF521,RS14_S15H,2018-Q4,7111.7
FRA,France,LF521,RS14_S15H,2019-Q1,5632
FRA,France,LF521,RS14_S15H,2019-Q2,6169.2
FRA,France,LF521,RS14_S15H,2019-Q3,6047
FRA,France,LF521,RS14_S15H,2019-Q4,6006.8
FRA,France,LF521,RS14_S15H,2020-Q1,5841.6
FRA,France,LF521,RS14_S15H,2020-Q2,6007.7
FRA,France,LF521,RS14_S15H,2020-Q3,6348.7
FRA,France,LF521,RS14_S15H,2020-Q4,5711.7
FRA,France,LF52,RS14_S15H,2013-Q1,289139.9
FRA,France,LF52,RS14_S15H,2013-Q2,286248.7
FRA,France,LF52,RS14_S15H,2013-Q3,290467
FRA,France,LF52,RS14_S15H,2013-Q4,302206.8
FRA,France,LF52,RS14_S15H,2014-Q1,307550.9
FRA,France,LF52,RS14_S15H,2014-Q2,308938.9
FRA,France,LF52,RS14_S15H,2014-Q3,312647.1
FRA,France,LF52,RS14_S15H,2014-Q4,304987
FRA,France,LF52,RS14_S15H,2015-Q1,349714.9
FRA,France,LF52,RS14_S15H,2015-Q2,347706.5
FRA,France,LF52,RS14_S15H,2015-Q3,340845.4
FRA,France,LF52,RS14_S15H,2015-Q4,351243.2
FRA,France,LF52,RS14_S15H,2016-Q1,357333.1
FRA,France,LF52,RS14_S15H,2016-Q2,331468.1
FRA,France,LF52,RS14_S15H,2016-Q3,336663.3
FRA,France,LF52,RS14_S15H,2016-Q4,295722.4
FRA,France,LF52,RS14_S15H,2017-Q1,302591.9
FRA,France,LF52,RS14_S15H,2017-Q2,322483.6
FRA,France,LF52,RS14_S15H,2017-Q3,327223
FRA,France,LF52,RS14_S15H,2017-Q4,323028.8
FRA,France,LF52,RS14_S15H,2018-Q1,305937.2
FRA,France,LF52,RS14_S15H,2018-Q2,317561.1
FRA,France,LF52,RS14_S15H,2018-Q3,293702.3
FRA,France,LF52,RS14_S15H,2018-Q4,271717.4
FRA,France,LF52,RS14_S15H,2019-Q1,273402.5
FRA,France,LF52,RS14_S15H,2019-Q2,298144.3
FRA,France,LF52,RS14_S15H,2019-Q3,284277.7
FRA,France,LF52,RS14_S15H,2019-Q4,297299.7
FRA,France,LF52,RS14_S15H,2020-Q1,251159.8
FRA,France,LF52,RS14_S15H,2020-Q2,285275.2
FRA,France,LF52,RS14_S15H,2020-Q3,285633.3
FRA,France,LF52,RS14_S15H,2020-Q4,302447.1
FRA,France,LF522,RS14_S15H,2013-Q1,263901.5
FRA,France,LF522,RS14_S15H,2013-Q2,263076.2
FRA,France,LF522,RS14_S15H,2013-Q3,269373.7
FRA,France,LF522,RS14_S15H,2013-Q4,284351.9
FRA,France,LF522,RS14_S15H,2014-Q1,288179.1
FRA,France,LF522,RS14_S15H,2014-Q2,291315.9
FRA,France,LF522,RS14_S15H,2014-Q3,296997.1
FRA,France,LF522,RS14_S15H,2014-Q4,290803.8
FRA,France,LF522,RS14_S15H,2015-Q1,333535.1
FRA,France,LF522,RS14_S15H,2015-Q2,330782.3
FRA,France,LF522,RS14_S15H,2015-Q3,325119.8
FRA,France,LF522,RS14_S15H,2015-Q4,333560.6
FRA,France,LF522,RS14_S15H,2016-Q1,338638.9
FRA,France,LF522,RS14_S15H,2016-Q2,319610.4
FRA,France,LF522,RS14_S15H,2016-Q3,325467.5
FRA,France,LF522,RS14_S15H,2016-Q4,285097.2
FRA,France,LF522,RS14_S15H,2017-Q1,292757.4
FRA,France,LF522,RS14_S15H,2017-Q2,313489.6
FRA,France,LF522,RS14_S15H,2017-Q3,319218.6
FRA,France,LF522,RS14_S15H,2017-Q4,313978.1
FRA,France,LF522,RS14_S15H,2018-Q1,298078.9
FRA,France,LF522,RS14_S15H,2018-Q2,309937.6
FRA,France,LF522,RS14_S15H,2018-Q3,286500.5
FRA,France,LF522,RS14_S15H,2018-Q4,264605.7
FRA,France,LF522,RS14_S15H,2019-Q1,267770.5
FRA,France,LF522,RS14_S15H,2019-Q2,291975.1
FRA,France,LF522,RS14_S15H,2019-Q3,278230.7
FRA,France,LF522,RS14_S15H,2019-Q4,291293
FRA,France,LF522,RS14_S15H,2020-Q1,245318.2
FRA,France,LF522,RS14_S15H,2020-Q2,279267.5
FRA,France,LF522,RS14_S15H,2020-Q3,279284.7
FRA,France,LF522,RS14_S15H,2020-Q4,296735.4
PRT,Portugal,LF521,RS14_S15H,2013-Q1,1161.1
PRT,Portugal,LF521,RS14_S15H,2013-Q2,1337.3
PRT,Portugal,LF521,RS14_S15H,2013-Q3,1546.8
PRT,Portugal,LF521,RS14_S15H,2013-Q4,1711.7
PRT,Portugal,LF521,RS14_S15H,2014-Q1,1689
PRT,Portugal,LF521,RS14_S15H,2014-Q2,1755.3
PRT,Portugal,LF521,RS14_S15H,2014-Q3,1832.4
PRT,Portugal,LF521,RS14_S15H,2014-Q4,1893.4
PRT,Portugal,LF521,RS14_S15H,2015-Q1,1875.6
PRT,Portugal,LF521,RS14_S15H,2015-Q2,1894.7
PRT,Portugal,LF521,RS14_S15H,2015-Q3,1999.6
PRT,Portugal,LF521,RS14_S15H,2015-Q4,2373
PRT,Portugal,LF521,RS14_S15H,2016-Q1,2341.9
PRT,Portugal,LF521,RS14_S15H,2016-Q2,2196.1
PRT,Portugal,LF521,RS14_S15H,2016-Q3,1971.9
PRT,Portugal,LF521,RS14_S15H,2016-Q4,1845.3
PRT,Portugal,LF521,RS14_S15H,2017-Q1,617.2
PRT,Portugal,LF521,RS14_S15H,2017-Q2,621.6
PRT,Portugal,LF521,RS14_S15H,2017-Q3,457.7
PRT,Portugal,LF521,RS14_S15H,2017-Q4,338.7
PRT,Portugal,LF521,RS14_S15H,2018-Q1,314.4
PRT,Portugal,LF521,RS14_S15H,2018-Q2,299.1
PRT,Portugal,LF521,RS14_S15H,2018-Q3,281.5
PRT,Portugal,LF521,RS14_S15H,2018-Q4,278.4
PRT,Portugal,LF521,RS14_S15H,2019-Q1,281.4
PRT,Portugal,LF521,RS14_S15H,2019-Q2,258.6
PRT,Portugal,LF521,RS14_S15H,2019-Q3,171.9
PRT,Portugal,LF521,RS14_S15H,2019-Q4,190.6
PRT,Portugal,LF521,RS14_S15H,2020-Q1,184.7
PRT,Portugal,LF521,RS14_S15H,2020-Q2,202.3
PRT,Portugal,LF521,RS14_S15H,2020-Q3,287.8
PRT,Portugal,LF521,RS14_S15H,2020-Q4,354.7
AUS,Australia,LF521,RS14_S15H,2013-Q1,9560
AUS,Australia,LF521,RS14_S15H,2013-Q2,8950
AUS,Australia,LF521,RS14_S15H,2013-Q3,8366
AUS,Australia,LF521,RS14_S15H,2013-Q4,7027
AUS,Australia,LF521,RS14_S15H,2014-Q1,6917
AUS,Australia,LF521,RS14_S15H,2014-Q2,6851
AUS,Australia,LF521,RS14_S15H,2014-Q3,8783
AUS,Australia,LF521,RS14_S15H,2014-Q4,8902
AUS,Australia,LF521,RS14_S15H,2015-Q1,9045
AUS,Australia,LF521,RS14_S15H,2015-Q2,10164
AUS,Australia,LF521,RS14_S15H,2015-Q3,10250
AUS,Australia,LF521,RS14_S15H,2015-Q4,10690
AUS,Australia,LF521,RS14_S15H,2016-Q1,11265
AUS,Australia,LF521,RS14_S15H,2016-Q2,11894
AUS,Australia,LF521,RS14_S15H,2016-Q3,13544
AUS,Australia,LF521,RS14_S15H,2016-Q4,13433
AUS,Australia,LF521,RS14_S15H,2017-Q1,13138
AUS,Australia,LF521,RS14_S15H,2017-Q2,13522
AUS,Australia,LF521,RS14_S15H,2017-Q3,11959
AUS,Australia,LF521,RS14_S15H,2017-Q4,10984
AUS,Australia,LF521,RS14_S15H,2018-Q1,11153
AUS,Australia,LF521,RS14_S15H,2018-Q2,11242
AUS,Australia,LF521,RS14_S15H,2018-Q3,11865
AUS,Australia,LF521,RS14_S15H,2018-Q4,11069
AUS,Australia,LF521,RS14_S15H,2019-Q1,12569
AUS,Australia,LF521,RS14_S15H,2019-Q2,11987
AUS,Australia,LF521,RS14_S15H,2019-Q3,12179
AUS,Australia,LF521,RS14_S15H,2019-Q4,11680
AUS,Australia,LF521,RS14_S15H,2020-Q1,12552
AUS,Australia,LF521,RS14_S15H,2020-Q2,11299
AUS,Australia,LF521,RS14_S15H,2020-Q3,9672
AUS,Australia,LF521,RS14_S15H,2020-Q4,9528
AUS,Australia,LF521,RS14_S15H,2021-Q1,8979
AUS,Australia,LF521,RS14_S15H,2021-Q2,8857
AUS,Australia,LF52,RS14_S15H,2013-Q1,33087
AUS,Australia,LF52,RS14_S15H,2013-Q2,32879
AUS,Australia,LF52,RS14_S15H,2013-Q3,31976
AUS,Australia,LF52,RS14_S15H,2013-Q4,27508
AUS,Australia,LF52,RS14_S15H,2014-Q1,27725
AUS,Australia,LF52,RS14_S15H,2014-Q2,29097
AUS,Australia,LF52,RS14_S15H,2014-Q3,31659
AUS,Australia,LF52,RS14_S15H,2014-Q4,35003
AUS,Australia,LF52,RS14_S15H,2015-Q1,34542
AUS,Australia,LF52,RS14_S15H,2015-Q2,34782
AUS,Australia,LF52,RS14_S15H,2015-Q3,35292
AUS,Australia,LF52,RS14_S15H,2015-Q4,37696
AUS,Australia,LF52,RS14_S15H,2016-Q1,38202
AUS,Australia,LF52,RS14_S15H,2016-Q2,39707
AUS,Australia,LF52,RS14_S15H,2016-Q3,43491
AUS,Australia,LF52,RS14_S15H,2016-Q4,43949
AUS,Australia,LF52,RS14_S15H,2017-Q1,44739
AUS,Australia,LF52,RS14_S15H,2017-Q2,45665
AUS,Australia,LF52,RS14_S15H,2017-Q3,45496
AUS,Australia,LF52,RS14_S15H,2017-Q4,47920
AUS,Australia,LF52,RS14_S15H,2018-Q1,46292
AUS,Australia,LF52,RS14_S15H,2018-Q2,46041
AUS,Australia,LF52,RS14_S15H,2018-Q3,47259
AUS,Australia,LF52,RS14_S15H,2018-Q4,45676
AUS,Australia,LF52,RS14_S15H,2019-Q1,48709
AUS,Australia,LF52,RS14_S15H,2019-Q2,48779
AUS,Australia,LF52,RS14_S15H,2019-Q3,51016
AUS,Australia,LF52,RS14_S15H,2019-Q4,52240
AUS,Australia,LF52,RS14_S15H,2020-Q1,45526
AUS,Australia,LF52,RS14_S15H,2020-Q2,47303
AUS,Australia,LF52,RS14_S15H,2020-Q3,47591
AUS,Australia,LF52,RS14_S15H,2020-Q4,54135
AUS,Australia,LF52,RS14_S15H,2021-Q1,54379
AUS,Australia,LF52,RS14_S15H,2021-Q2,57649
PRT,Portugal,LF52,RS14_S15H,2013-Q1,13301.1
PRT,Portugal,LF52,RS14_S15H,2013-Q2,13644.3
PRT,Portugal,LF52,RS14_S15H,2013-Q3,13132.1
PRT,Portugal,LF52,RS14_S15H,2013-Q4,13070.5
PRT,Portugal,LF52,RS14_S15H,2014-Q1,13945.3
PRT,Portugal,LF52,RS14_S15H,2014-Q2,14576.4
PRT,Portugal,LF52,RS14_S15H,2014-Q3,13244.6
PRT,Portugal,LF52,RS14_S15H,2014-Q4,13349.3
PRT,Portugal,LF52,RS14_S15H,2015-Q1,14729.6
PRT,Portugal,LF52,RS14_S15H,2015-Q2,14604.7
PRT,Portugal,LF52,RS14_S15H,2015-Q3,14359.4
PRT,Portugal,LF52,RS14_S15H,2015-Q4,15410.6
PRT,Portugal,LF52,RS14_S15H,2016-Q1,14937.7
PRT,Portugal,LF52,RS14_S15H,2016-Q2,14433.5
PRT,Portugal,LF52,RS14_S15H,2016-Q3,14440.2
PRT,Portugal,LF52,RS14_S15H,2016-Q4,14741.8
PRT,Portugal,LF52,RS14_S15H,2017-Q1,15109
PRT,Portugal,LF52,RS14_S15H,2017-Q2,16527.6
PRT,Portugal,LF52,RS14_S15H,2017-Q3,16764.1
PRT,Portugal,LF52,RS14_S15H,2017-Q4,17822.5
PRT,Portugal,LF52,RS14_S15H,2018-Q1,18183.2
PRT,Portugal,LF52,RS14_S15H,2018-Q2,18223
PRT,Portugal,LF52,RS14_S15H,2018-Q3,17958.6
PRT,Portugal,LF52,RS14_S15H,2018-Q4,17134.2
PRT,Portugal,LF52,RS14_S15H,2019-Q1,17931.5
PRT,Portugal,LF52,RS14_S15H,2019-Q2,18139.5
PRT,Portugal,LF52,RS14_S15H,2019-Q3,18879.1
PRT,Portugal,LF52,RS14_S15H,2019-Q4,20285.9
PRT,Portugal,LF52,RS14_S15H,2020-Q1,17813.6
PRT,Portugal,LF52,RS14_S15H,2020-Q2,19077.3
PRT,Portugal,LF52,RS14_S15H,2020-Q3,20020.3
PRT,Portugal,LF52,RS14_S15H,2020-Q4,22148.6
AUS,Australia,LF522,RS14_S15H,2013-Q1,23527
AUS,Australia,LF522,RS14_S15H,2013-Q2,23929
AUS,Australia,LF522,RS14_S15H,2013-Q3,23610
AUS,Australia,LF522,RS14_S15H,2013-Q4,20481
AUS,Australia,LF522,RS14_S15H,2014-Q1,20808
AUS,Australia,LF522,RS14_S15H,2014-Q2,22246
AUS,Australia,LF522,RS14_S15H,2014-Q3,22876
AUS,Australia,LF522,RS14_S15H,2014-Q4,26101
AUS,Australia,LF522,RS14_S15H,2015-Q1,25497
AUS,Australia,LF522,RS14_S15H,2015-Q2,24618
AUS,Australia,LF522,RS14_S15H,2015-Q3,25042
AUS,Australia,LF522,RS14_S15H,2015-Q4,27006
AUS,Australia,LF522,RS14_S15H,2016-Q1,26937
AUS,Australia,LF522,RS14_S15H,2016-Q2,27813
AUS,Australia,LF522,RS14_S15H,2016-Q3,29947
AUS,Australia,LF522,RS14_S15H,2016-Q4,30516
AUS,Australia,LF522,RS14_S15H,2017-Q1,31601
AUS,Australia,LF522,RS14_S15H,2017-Q2,32143
AUS,Australia,LF522,RS14_S15H,2017-Q3,33537
AUS,Australia,LF522,RS14_S15H,2017-Q4,36936
AUS,Australia,LF522,RS14_S15H,2018-Q1,35139
AUS,Australia,LF522,RS14_S15H,2018-Q2,34799
AUS,Australia,LF522,RS14_S15H,2018-Q3,35394
AUS,Australia,LF522,RS14_S15H,2018-Q4,34607
AUS,Australia,LF522,RS14_S15H,2019-Q1,36140
AUS,Australia,LF522,RS14_S15H,2019-Q2,36792
AUS,Australia,LF522,RS14_S15H,2019-Q3,38837
AUS,Australia,LF522,RS14_S15H,2019-Q4,40560
AUS,Australia,LF522,RS14_S15H,2020-Q1,32974
AUS,Australia,LF522,RS14_S15H,2020-Q2,36004
AUS,Australia,LF522,RS14_S15H,2020-Q3,37919
AUS,Australia,LF522,RS14_S15H,2020-Q4,44607
AUS,Australia,LF522,RS14_S15H,2021-Q1,45400
AUS,Australia,LF522,RS14_S15H,2021-Q2,48792
PRT,Portugal,LF522,RS14_S15H,2013-Q1,12140
PRT,Portugal,LF522,RS14_S15H,2013-Q2,12307
PRT,Portugal,LF522,RS14_S15H,2013-Q3,11585.3
PRT,Portugal,LF522,RS14_S15H,2013-Q4,11358.8
PRT,Portugal,LF522,RS14_S15H,2014-Q1,12256.3
PRT,Portugal,LF522,RS14_S15H,2014-Q2,12821.1
PRT,Portugal,LF522,RS14_S15H,2014-Q3,11412.1
PRT,Portugal,LF522,RS14_S15H,2014-Q4,11455.9
PRT,Portugal,LF522,RS14_S15H,2015-Q1,12854
PRT,Portugal,LF522,RS14_S15H,2015-Q2,12710
PRT,Portugal,LF522,RS14_S15H,2015-Q3,12359.8
PRT,Portugal,LF522,RS14_S15H,2015-Q4,13037.5
PRT,Portugal,LF522,RS14_S15H,2016-Q1,12595.8
PRT,Portugal,LF522,RS14_S15H,2016-Q2,12237.4
PRT,Portugal,LF522,RS14_S15H,2016-Q3,12468.3
PRT,Portugal,LF522,RS14_S15H,2016-Q4,12896.5
PRT,Portugal,LF522,RS14_S15H,2017-Q1,14491.8
PRT,Portugal,LF522,RS14_S15H,2017-Q2,15906
PRT,Portugal,LF522,RS14_S15H,2017-Q3,16306.4
PRT,Portugal,LF522,RS14_S15H,2017-Q4,17483.8
PRT,Portugal,LF522,RS14_S15H,2018-Q1,17868.8
PRT,Portugal,LF522,RS14_S15H,2018-Q2,17924
PRT,Portugal,LF522,RS14_S15H,2018-Q3,17677.1
PRT,Portugal,LF522,RS14_S15H,2018-Q4,16855.8
PRT,Portugal,LF522,RS14_S15H,2019-Q1,17650.1
PRT,Portugal,LF522,RS14_S15H,2019-Q2,17881
PRT,Portugal,LF522,RS14_S15H,2019-Q3,18707.2
PRT,Portugal,LF522,RS14_S15H,2019-Q4,20095.3
PRT,Portugal,LF522,RS14_S15H,2020-Q1,17628.9
PRT,Portugal,LF522,RS14_S15H,2020-Q2,18874.9
PRT,Portugal,LF522,RS14_S15H,2020-Q3,19732.5
PRT,Portugal,LF522,RS14_S15H,2020-Q4,21793.9
DEU,Germany,LF521,RS14_S15H,2013-Q1,3131
DEU,Germany,LF521,RS14_S15H,2013-Q2,4457
DEU,Germany,LF521,RS14_S15H,2013-Q3,4427
DEU,Germany,LF521,RS14_S15H,2013-Q4,4835
DEU,Germany,LF521,RS14_S15H,2014-Q1,4611
DEU,Germany,LF521,RS14_S15H,2014-Q2,4467
DEU,Germany,LF521,RS14_S15H,2014-Q3,4258
DEU,Germany,LF521,RS14_S15H,2014-Q4,4196
DEU,Germany,LF521,RS14_S15H,2015-Q1,4018
DEU,Germany,LF521,RS14_S15H,2015-Q2,3964
DEU,Germany,LF521,RS14_S15H,2015-Q3,3844
DEU,Germany,LF521,RS14_S15H,2015-Q4,3548
DEU,Germany,LF521,RS14_S15H,2016-Q1,3218
DEU,Germany,LF521,RS14_S15H,2016-Q2,3225
DEU,Germany,LF521,RS14_S15H,2016-Q3,3150
DEU,Germany,LF521,RS14_S15H,2016-Q4,2997
DEU,Germany,LF521,RS14_S15H,2017-Q1,2888
DEU,Germany,LF521,RS14_S15H,2017-Q2,2906
DEU,Germany,LF521,RS14_S15H,2017-Q3,2843
DEU,Germany,LF521,RS14_S15H,2017-Q4,2893
DEU,Germany,LF521,RS14_S15H,2018-Q1,2511
DEU,Germany,LF521,RS14_S15H,2018-Q2,2685
DEU,Germany,LF521,RS14_S15H,2018-Q3,3698
DEU,Germany,LF521,RS14_S15H,2018-Q4,5258
DEU,Germany,LF521,RS14_S15H,2019-Q1,5059
DEU,Germany,LF521,RS14_S15H,2019-Q2,5656
DEU,Germany,LF521,RS14_S15H,2019-Q3,6252
DEU,Germany,LF521,RS14_S15H,2019-Q4,5772
DEU,Germany,LF521,RS14_S15H,2020-Q1,5303
DEU,Germany,LF521,RS14_S15H,2020-Q2,5262
DEU,Germany,LF521,RS14_S15H,2020-Q3,4858
DEU,Germany,LF521,RS14_S15H,2020-Q4,4192
DEU,Germany,LF52,RS14_S15H,2013-Q1,434976
DEU,Germany,LF52,RS14_S15H,2013-Q2,430825
DEU,Germany,LF52,RS14_S15H,2013-Q3,439736
DEU,Germany,LF52,RS14_S15H,2013-Q4,466072
DEU,Germany,LF52,RS14_S15H,2014-Q1,474474
DEU,Germany,LF52,RS14_S15H,2014-Q2,491582
DEU,Germany,LF52,RS14_S15H,2014-Q3,504447
DEU,Germany,LF52,RS14_S15H,2014-Q4,515648
DEU,Germany,LF52,RS14_S15H,2015-Q1,566770
DEU,Germany,LF52,RS14_S15H,2015-Q2,559928
DEU,Germany,LF52,RS14_S15H,2015-Q3,540939
DEU,Germany,LF52,RS14_S15H,2015-Q4,563501
DEU,Germany,LF52,RS14_S15H,2016-Q1,557953
DEU,Germany,LF52,RS14_S15H,2016-Q2,568084
DEU,Germany,LF52,RS14_S15H,2016-Q3,587902
DEU,Germany,LF52,RS14_S15H,2016-Q4,601629
DEU,Germany,LF52,RS14_S15H,2017-Q1,627728
DEU,Germany,LF52,RS14_S15H,2017-Q2,636507
DEU,Germany,LF52,RS14_S15H,2017-Q3,652103
DEU,Germany,LF52,RS14_S15H,2017-Q4,670723
DEU,Germany,LF52,RS14_S15H,2018-Q1,666295
DEU,Germany,LF52,RS14_S15H,2018-Q2,682311
DEU,Germany,LF52,RS14_S15H,2018-Q3,693069
DEU,Germany,LF52,RS14_S15H,2018-Q4,650216
