LOCATION,Country,TRANSACTION,SECTOR,TIME,Value
TUR,Turkey,LF521,RS14_S15H,2015-Q4,12049.2
TUR,Turkey,LF521,RS14_S15H,2016-Q1,11431.3
TUR,Turkey,LF521,RS14_S15H,2016-Q2,11929.9
TUR,Turkey,LF521,RS14_S15H,2016-Q3,12555.8
TUR,Turkey,LF521,RS14_S15H,2016-Q4,12634.9
TUR,Turkey,LF521,RS14_S15H,2017-Q1,12551.1
TUR,Turkey,LF521,RS14_S15H,2017-Q2,12579.7
TUR,Turkey,LF521,RS14_S15H,2017-Q3,13521.5
TUR,Turkey,LF521,RS14_S15H,2017-Q4,13861.4
TUR,Turkey,LF521,RS14_S15H,2018-Q1,14646.2
TUR,Turkey,LF521,RS14_S15H,2018-Q2,14275.3
TUR,Turkey,LF521,RS14_S15H,2018-Q3,12476.9
TUR,Turkey,LF521,RS14_S15H,2018-Q4,12788.5
TUR,Turkey,LF521,RS14_S15H,2019-Q1,28984
TUR,Turkey,LF521,RS14_S15H,2019-Q2,34112.8
TUR,Turkey,LF521,RS14_S15H,2019-Q3,35636.4
TUR,Turkey,LF521,RS14_S15H,2019-Q4,39903.3
TUR,Turkey,LF521,RS14_S15H,2020-Q1,35467.2
TUR,Turkey,LF521,RS14_S15H,2020-Q2,41094.3
TUR,Turkey,LF521,RS14_S15H,2020-Q3,28935.9
TUR,Turkey,LF521,RS14_S15H,2020-Q4,26596.4
TUR,Turkey,LF522,RS14_S15H,2013-Q1,15381.2
TUR,Turkey,LF522,RS14_S15H,2013-Q2,17556.4
TUR,Turkey,LF522,RS14_S15H,2013-Q3,17641.7
TUR,Turkey,LF522,RS14_S15H,2013-Q4,18970.2
TUR,Turkey,LF522,RS14_S15H,2014-Q1,18743.1
TUR,Turkey,LF522,RS14_S15H,2014-Q2,21061.6
TUR,Turkey,LF522,RS14_S15H,2014-Q3,22020.6
TUR,Turkey,LF522,RS14_S15H,2014-Q4,23510.2
TUR,Turkey,LF522,RS14_S15H,2015-Q1,24956.1
TUR,Turkey,LF522,RS14_S15H,2015-Q2,25435.8
TUR,Turkey,LF522,RS14_S15H,2015-Q3,26720.9
TUR,Turkey,LF522,RS14_S15H,2015-Q4,27209.7
TUR,Turkey,LF522,RS14_S15H,2016-Q1,26995.2
TUR,Turkey,LF522,RS14_S15H,2016-Q2,29629.7
TUR,Turkey,LF522,RS14_S15H,2016-Q3,30563.4
TUR,Turkey,LF522,RS14_S15H,2016-Q4,32397.3
TUR,Turkey,LF522,RS14_S15H,2017-Q1,34451.9
TUR,Turkey,LF522,RS14_S15H,2017-Q2,37481.5
TUR,Turkey,LF522,RS14_S15H,2017-Q3,40865.6
TUR,Turkey,LF522,RS14_S15H,2017-Q4,41205.2
TUR,Turkey,LF522,RS14_S15H,2018-Q1,44869
TUR,Turkey,LF522,RS14_S15H,2018-Q2,43451.9
TUR,Turkey,LF522,RS14_S15H,2018-Q3,40118.3
TUR,Turkey,LF522,RS14_S15H,2018-Q4,37788.1
TUR,Turkey,LF522,RS14_S15H,2019-Q1,43632.9
TUR,Turkey,LF522,RS14_S15H,2019-Q2,47547.8
TUR,Turkey,LF522,RS14_S15H,2019-Q3,60044.6
TUR,Turkey,LF522,RS14_S15H,2019-Q4,80724.7
TUR,Turkey,LF522,RS14_S15H,2020-Q1,89292.7
TUR,Turkey,LF522,RS14_S15H,2020-Q2,109336.5
TUR,Turkey,LF522,RS14_S15H,2020-Q3,115356.9
TUR,Turkey,LF522,RS14_S15H,2020-Q4,114170.4
GBR,United Kingdom,LF52,RS14_S15H,2013-Q1,184917
GBR,United Kingdom,LF52,RS14_S15H,2013-Q2,191455
GBR,United Kingdom,LF52,RS14_S15H,2013-Q3,203123
GBR,United Kingdom,LF52,RS14_S15H,2013-Q4,214258
GBR,United Kingdom,LF52,RS14_S15H,2014-Q1,216720
GBR,United Kingdom,LF52,RS14_S15H,2014-Q2,220829
GBR,United Kingdom,LF52,RS14_S15H,2014-Q3,224111
GBR,United Kingdom,LF52,RS14_S15H,2014-Q4,232898
GBR,United Kingdom,LF52,RS14_S15H,2015-Q1,241163
GBR,United Kingdom,LF52,RS14_S15H,2015-Q2,240741
GBR,United Kingdom,LF52,RS14_S15H,2015-Q3,242389
GBR,United Kingdom,LF52,RS14_S15H,2015-Q4,253910
GBR,United Kingdom,LF52,RS14_S15H,2016-Q1,258915
GBR,United Kingdom,LF52,RS14_S15H,2016-Q2,261349
GBR,United Kingdom,LF52,RS14_S15H,2016-Q3,273877
GBR,United Kingdom,LF52,RS14_S15H,2016-Q4,286091
GBR,United Kingdom,LF52,RS14_S15H,2017-Q1,286355
GBR,United Kingdom,LF52,RS14_S15H,2017-Q2,308200
GBR,United Kingdom,LF52,RS14_S15H,2017-Q3,306693
GBR,United Kingdom,LF52,RS14_S15H,2017-Q4,316282
GBR,United Kingdom,LF52,RS14_S15H,2018-Q1,315622
GBR,United Kingdom,LF52,RS14_S15H,2018-Q2,332170
GBR,United Kingdom,LF52,RS14_S15H,2018-Q3,342261
GBR,United Kingdom,LF52,RS14_S15H,2018-Q4,331266
GBR,United Kingdom,LF52,RS14_S15H,2019-Q1,347678
GBR,United Kingdom,LF52,RS14_S15H,2019-Q2,362555
GBR,United Kingdom,LF52,RS14_S15H,2019-Q3,368594
GBR,United Kingdom,LF52,RS14_S15H,2019-Q4,382474
GBR,United Kingdom,LF52,RS14_S15H,2020-Q1,360232
GBR,United Kingdom,LF52,RS14_S15H,2020-Q2,389308
GBR,United Kingdom,LF52,RS14_S15H,2020-Q3,400027
GBR,United Kingdom,LF52,RS14_S15H,2020-Q4,423159
GBR,United Kingdom,LF521,RS14_S15H,2013-Q1,0
GBR,United Kingdom,LF521,RS14_S15H,2013-Q2,0
GBR,United Kingdom,LF521,RS14_S15H,2013-Q3,0
GBR,United Kingdom,LF521,RS14_S15H,2013-Q4,0
GBR,United Kingdom,LF521,RS14_S15H,2014-Q1,0
GBR,United Kingdom,LF521,RS14_S15H,2014-Q2,0
GBR,United Kingdom,LF521,RS14_S15H,2014-Q3,0
GBR,United Kingdom,LF521,RS14_S15H,2014-Q4,0
GBR,United Kingdom,LF521,RS14_S15H,2015-Q1,0
GBR,United Kingdom,LF521,RS14_S15H,2015-Q2,0
GBR,United Kingdom,LF521,RS14_S15H,2015-Q3,0
GBR,United Kingdom,LF521,RS14_S15H,2015-Q4,0
GBR,United Kingdom,LF521,RS14_S15H,2016-Q1,0
GBR,United Kingdom,LF521,RS14_S15H,2016-Q2,0
GBR,United Kingdom,LF521,RS14_S15H,2016-Q3,0
GBR,United Kingdom,LF521,RS14_S15H,2016-Q4,0
GBR,United Kingdom,LF521,RS14_S15H,2017-Q1,0
GBR,United Kingdom,LF521,RS14_S15H,2017-Q2,0
GBR,United Kingdom,LF521,RS14_S15H,2017-Q3,0
GBR,United Kingdom,LF521,RS14_S15H,2017-Q4,0
GBR,United Kingdom,LF521,RS14_S15H,2018-Q1,0
GBR,United Kingdom,LF521,RS14_S15H,2018-Q2,0
GBR,United Kingdom,LF521,RS14_S15H,2018-Q3,0
GBR,United Kingdom,LF521,RS14_S15H,2018-Q4,0
GBR,United Kingdom,LF521,RS14_S15H,2019-Q1,0
GBR,United Kingdom,LF521,RS14_S15H,2019-Q2,0
GBR,United Kingdom,LF521,RS14_S15H,2019-Q3,0
GBR,United Kingdom,LF521,RS14_S15H,2019-Q4,0
GBR,United Kingdom,LF521,RS14_S15H,2020-Q1,0
GBR,United Kingdom,LF521,RS14_S15H,2020-Q2,0
GBR,United Kingdom,LF521,RS14_S15H,2020-Q3,0
GBR,United Kingdom,LF521,RS14_S15H,2020-Q4,0
GBR,United Kingdom,LF522,RS14_S15H,2013-Q1,184917
GBR,United Kingdom,LF522,RS14_S15H,2013-Q2,191455
GBR,United Kingdom,LF522,RS14_S15H,2013-Q3,203123
GBR,United Kingdom,LF522,RS14_S15H,2013-Q4,214258
GBR,United Kingdom,LF522,RS14_S15H,2014-Q1,216720
GBR,United Kingdom,LF522,RS14_S15H,2014-Q2,220829
GBR,United Kingdom,LF522,RS14_S15H,2014-Q3,224111
GBR,United Kingdom,LF522,RS14_S15H,2014-Q4,232898
GBR,United Kingdom,LF522,RS14_S15H,2015-Q1,241163
GBR,United Kingdom,LF522,RS14_S15H,2015-Q2,240741
GBR,United Kingdom,LF522,RS14_S15H,2015-Q3,242389
GBR,United Kingdom,LF522,RS14_S15H,2015-Q4,253910
GBR,United Kingdom,LF522,RS14_S15H,2016-Q1,258915
GBR,United Kingdom,LF522,RS14_S15H,2016-Q2,261349
GBR,United Kingdom,LF522,RS14_S15H,2016-Q3,273877
GBR,United Kingdom,LF522,RS14_S15H,2016-Q4,286091
GBR,United Kingdom,LF522,RS14_S15H,2017-Q1,286355
GBR,United Kingdom,LF522,RS14_S15H,2017-Q2,308200
GBR,United Kingdom,LF522,RS14_S15H,2017-Q3,306693
GBR,United Kingdom,LF522,RS14_S15H,2017-Q4,316282
GBR,United Kingdom,LF522,RS14_S15H,2018-Q1,315622
GBR,United Kingdom,LF522,RS14_S15H,2018-Q2,332170
GBR,United Kingdom,LF522,RS14_S15H,2018-Q3,342261
GBR,United Kingdom,LF522,RS14_S15H,2018-Q4,331266
GBR,United Kingdom,LF522,RS14_S15H,2019-Q1,347678
GBR,United Kingdom,LF522,RS14_S15H,2019-Q2,362555
GBR,United Kingdom,LF522,RS14_S15H,2019-Q3,368594
GBR,United Kingdom,LF522,RS14_S15H,2019-Q4,382474
GBR,United Kingdom,LF522,RS14_S15H,2020-Q1,360232
GBR,United Kingdom,LF522,RS14_S15H,2020-Q2,389308
GBR,United Kingdom,LF522,RS14_S15H,2020-Q3,400027
GBR,United Kingdom,LF522,RS14_S15H,2020-Q4,423159
CHL,Chile,LF52,RS14_S15H,2013-Q1,9636287.9
CHL,Chile,LF52,RS14_S15H,2013-Q2,9907677.8
CHL,Chile,LF52,RS14_S15H,2013-Q3,9950283.3
CHL,Chile,LF52,RS14_S15H,2013-Q4,10242096.5
CHL,Chile,LF52,RS14_S15H,2014-Q1,11791549.8
CHL,Chile,LF52,RS14_S15H,2014-Q2,12797282.2
CHL,Chile,LF52,RS14_S15H,2014-Q3,13866836.2
CHL,Chile,LF52,RS14_S15H,2014-Q4,13655565.4
CHL,Chile,LF52,RS14_S15H,2015-Q1,14072204.7
CHL,Chile,LF52,RS14_S15H,2015-Q2,14211742.4
CHL,Chile,LF52,RS14_S15H,2015-Q3,14698624.6
CHL,Chile,LF52,RS14_S15H,2015-Q4,13710670.8
CHL,Chile,LF52,RS14_S15H,2016-Q1,14176055.9
CHL,Chile,LF52,RS14_S15H,2016-Q2,14502098.4
CHL,Chile,LF52,RS14_S15H,2016-Q3,15345739.3
CHL,Chile,LF52,RS14_S15H,2016-Q4,14722580.1
CHL,Chile,LF52,RS14_S15H,2017-Q1,15554768.4
CHL,Chile,LF52,RS14_S15H,2017-Q2,15625517
CHL,Chile,LF52,RS14_S15H,2017-Q3,15442738.8
CHL,Chile,LF52,RS14_S15H,2017-Q4,15884042.4
CHL,Chile,LF52,RS14_S15H,2018-Q1,16710467.3
CHL,Chile,LF52,RS14_S15H,2018-Q2,17224285.3
CHL,Chile,LF52,RS14_S15H,2018-Q3,18151968.8
CHL,Chile,LF52,RS14_S15H,2018-Q4,17360257.7
CHL,Chile,LF52,RS14_S15H,2019-Q1,18340644
CHL,Chile,LF52,RS14_S15H,2019-Q2,19440273.2
CHL,Chile,LF52,RS14_S15H,2019-Q3,20857105.3
CHL,Chile,LF52,RS14_S15H,2019-Q4,20278653.6
CHL,Chile,LF52,RS14_S15H,2020-Q1,19645859.7
CHL,Chile,LF52,RS14_S15H,2020-Q2,21542747.9
CHL,Chile,LF52,RS14_S15H,2020-Q3,22225749.6
CHL,Chile,LF52,RS14_S15H,2020-Q4,22651609.4
EST,Estonia,LF52,RS14_S15H,2013-Q1,165.9
EST,Estonia,LF52,RS14_S15H,2013-Q2,166.1
EST,Estonia,LF52,RS14_S15H,2013-Q3,173.6
EST,Estonia,LF52,RS14_S15H,2013-Q4,178.5
EST,Estonia,LF52,RS14_S15H,2014-Q1,175.8
EST,Estonia,LF52,RS14_S15H,2014-Q2,184.2
EST,Estonia,LF52,RS14_S15H,2014-Q3,181.2
EST,Estonia,LF52,RS14_S15H,2014-Q4,179.4
EST,Estonia,LF52,RS14_S15H,2015-Q1,264.3
EST,Estonia,LF52,RS14_S15H,2015-Q2,277.8
EST,Estonia,LF52,RS14_S15H,2015-Q3,261.9
EST,Estonia,LF52,RS14_S15H,2015-Q4,273.6
EST,Estonia,LF52,RS14_S15H,2016-Q1,337.8
EST,Estonia,LF52,RS14_S15H,2016-Q2,335.3
EST,Estonia,LF52,RS14_S15H,2016-Q3,343.7
EST,Estonia,LF52,RS14_S15H,2016-Q4,349.5
EST,Estonia,LF52,RS14_S15H,2017-Q1,371.7
EST,Estonia,LF52,RS14_S15H,2017-Q2,377.5
EST,Estonia,LF52,RS14_S15H,2017-Q3,389.4
EST,Estonia,LF52,RS14_S15H,2017-Q4,390.4
EST,Estonia,LF52,RS14_S15H,2018-Q1,398.5
EST,Estonia,LF52,RS14_S15H,2018-Q2,405.1
EST,Estonia,LF52,RS14_S15H,2018-Q3,407.3
EST,Estonia,LF52,RS14_S15H,2018-Q4,381.6
EST,Estonia,LF52,RS14_S15H,2019-Q1,411.7
EST,Estonia,LF52,RS14_S15H,2019-Q2,418
EST,Estonia,LF52,RS14_S15H,2019-Q3,427.2
EST,Estonia,LF52,RS14_S15H,2019-Q4,451
EST,Estonia,LF52,RS14_S15H,2020-Q1,393.1
EST,Estonia,LF52,RS14_S15H,2020-Q2,445
EST,Estonia,LF52,RS14_S15H,2020-Q3,463
EST,Estonia,LF52,RS14_S15H,2020-Q4,522.3
EST,Estonia,LF52,RS14_S15H,2021-Q1,5932.9
EST,Estonia,LF521,RS14_S15H,2013-Q1,0
EST,Estonia,LF521,RS14_S15H,2013-Q2,0
EST,Estonia,LF521,RS14_S15H,2013-Q3,0
EST,Estonia,LF521,RS14_S15H,2013-Q4,0
EST,Estonia,LF521,RS14_S15H,2014-Q1,0
EST,Estonia,LF521,RS14_S15H,2014-Q2,0
EST,Estonia,LF521,RS14_S15H,2014-Q3,0
EST,Estonia,LF521,RS14_S15H,2014-Q4,0
EST,Estonia,LF521,RS14_S15H,2015-Q1,0
EST,Estonia,LF521,RS14_S15H,2015-Q2,0
EST,Estonia,LF521,RS14_S15H,2015-Q3,0
EST,Estonia,LF521,RS14_S15H,2015-Q4,0
EST,Estonia,LF521,RS14_S15H,2016-Q1,0
EST,Estonia,LF521,RS14_S15H,2016-Q2,0
EST,Estonia,LF521,RS14_S15H,2016-Q3,0
EST,Estonia,LF521,RS14_S15H,2016-Q4,0
EST,Estonia,LF521,RS14_S15H,2017-Q1,0
EST,Estonia,LF521,RS14_S15H,2017-Q2,0
EST,Estonia,LF521,RS14_S15H,2017-Q3,0
EST,Estonia,LF521,RS14_S15H,2017-Q4,0
EST,Estonia,LF521,RS14_S15H,2018-Q1,0
EST,Estonia,LF521,RS14_S15H,2018-Q2,0
EST,Estonia,LF521,RS14_S15H,2018-Q3,0
EST,Estonia,LF521,RS14_S15H,2018-Q4,0
EST,Estonia,LF521,RS14_S15H,2019-Q1,0
EST,Estonia,LF521,RS14_S15H,2019-Q2,0
EST,Estonia,LF521,RS14_S15H,2019-Q3,0
EST,Estonia,LF521,RS14_S15H,2019-Q4,0
EST,Estonia,LF521,RS14_S15H,2020-Q1,0
EST,Estonia,LF521,RS14_S15H,2020-Q2,0
EST,Estonia,LF521,RS14_S15H,2020-Q3,0
EST,Estonia,LF521,RS14_S15H,2020-Q4,0
EST,Estonia,LF521,RS14_S15H,2021-Q1,0
EST,Estonia,LF522,RS14_S15H,2013-Q1,165.9
EST,Estonia,LF522,RS14_S15H,2013-Q2,166.1
EST,Estonia,LF522,RS14_S15H,2013-Q3,173.6
EST,Estonia,LF522,RS14_S15H,2013-Q4,178.5
EST,Estonia,LF522,RS14_S15H,2014-Q1,175.8
EST,Estonia,LF522,RS14_S15H,2014-Q2,184.2
EST,Estonia,LF522,RS14_S15H,2014-Q3,181.2
EST,Estonia,LF522,RS14_S15H,2014-Q4,179.4
EST,Estonia,LF522,RS14_S15H,2015-Q1,264.3
EST,Estonia,LF522,RS14_S15H,2015-Q2,277.8
EST,Estonia,LF522,RS14_S15H,2015-Q3,261.9
EST,Estonia,LF522,RS14_S15H,2015-Q4,273.6
EST,Estonia,LF522,RS14_S15H,2016-Q1,337.8
EST,Estonia,LF522,RS14_S15H,2016-Q2,335.3
EST,Estonia,LF522,RS14_S15H,2016-Q3,343.7
EST,Estonia,LF522,RS14_S15H,2016-Q4,349.5
EST,Estonia,LF522,RS14_S15H,2017-Q1,371.7
EST,Estonia,LF522,RS14_S15H,2017-Q2,377.5
EST,Estonia,LF522,RS14_S15H,2017-Q3,389.4
EST,Estonia,LF522,RS14_S15H,2017-Q4,390.4
EST,Estonia,LF522,RS14_S15H,2018-Q1,398.5
EST,Estonia,LF522,RS14_S15H,2018-Q2,405.1
EST,Estonia,LF522,RS14_S15H,2018-Q3,407.3
EST,Estonia,LF522,RS14_S15H,2018-Q4,381.6
EST,Estonia,LF522,RS14_S15H,2019-Q1,411.7
EST,Estonia,LF522,RS14_S15H,2019-Q2,418
EST,Estonia,LF522,RS14_S15H,2019-Q3,427.2
EST,Estonia,LF522,RS14_S15H,2019-Q4,451
EST,Estonia,LF522,RS14_S15H,2020-Q1,393.1
EST,Estonia,LF522,RS14_S15H,2020-Q2,445
EST,Estonia,LF522,RS14_S15H,2020-Q3,463
EST,Estonia,LF522,RS14_S15H,2020-Q4,522.3
EST,Estonia,LF522,RS14_S15H,2021-Q1,5932.9
ISR,Israel,LF52,RS14_S15H,2013-Q4,224620
ISR,Israel,LF52,RS14_S15H,2014-Q4,256828
ISR,Israel,LF52,RS14_S15H,2015-Q4,218382
ISR,Israel,LF52,RS14_S15H,2016-Q4,201583
ISR,Israel,LF52,RS14_S15H,2017-Q4,239076
ISR,Israel,LF52,RS14_S15H,2018-Q4,237394.6
ISR,Israel,LF52,RS14_S15H,2019-Q4,273899.5
ISR,Israel,LF52,RS14_S15H,2020-Q4,279378.9
ISR,Israel,LF521,RS14_S15H,2013-Q1,50861
ISR,Israel,LF521,RS14_S15H,2013-Q2,58553
ISR,Israel,LF521,RS14_S15H,2013-Q3,63771
ISR,Israel,LF521,RS14_S15H,2013-Q4,59481
ISR,Israel,LF521,RS14_S15H,2014-Q1,59452
ISR,Israel,LF521,RS14_S15H,2014-Q2,58342
ISR,Israel,LF521,RS14_S15H,2014-Q3,57995
ISR,Israel,LF521,RS14_S15H,2014-Q4,52882
ISR,Israel,LF521,RS14_S15H,2015-Q1,39174
ISR,Israel,LF521,RS14_S15H,2015-Q2,32558
ISR,Israel,LF521,RS14_S15H,2015-Q3,30462
ISR,Israel,LF521,RS14_S15H,2015-Q4,26867
ISR,Israel,LF521,RS14_S15H,2016-Q1,24914
ISR,Israel,LF521,RS14_S15H,2016-Q2,22615
ISR,Israel,LF521,RS14_S15H,2016-Q3,20374
ISR,Israel,LF521,RS14_S15H,2016-Q4,16856
ISR,Israel,LF521,RS14_S15H,2017-Q1,17020
ISR,Israel,LF521,RS14_S15H,2017-Q2,16242
ISR,Israel,LF521,RS14_S15H,2017-Q3,16027
ISR,Israel,LF521,RS14_S15H,2017-Q4,15348
ISR,Israel,LF521,RS14_S15H,2018-Q1,15625
ISR,Israel,LF521,RS14_S15H,2018-Q2,16418
ISR,Israel,LF521,RS14_S15H,2018-Q3,17646
ISR,Israel,LF521,RS14_S15H,2018-Q4,20342
ISR,Israel,LF521,RS14_S15H,2019-Q1,23219
ISR,Israel,LF521,RS14_S15H,2019-Q2,25113
ISR,Israel,LF521,RS14_S15H,2019-Q3,25716
ISR,Israel,LF521,RS14_S15H,2019-Q4,27460.7
ISR,Israel,LF521,RS14_S15H,2020-Q1,26481
ISR,Israel,LF521,RS14_S15H,2020-Q2,25748
ISR,Israel,LF521,RS14_S15H,2020-Q3,24892
ISR,Israel,LF521,RS14_S15H,2020-Q4,22493
ISR,Israel,LF522,RS14_S15H,2013-Q4,165139
ISR,Israel,LF522,RS14_S15H,2014-Q1,179896
ISR,Israel,LF522,RS14_S15H,2014-Q2,193884
ISR,Israel,LF522,RS14_S15H,2014-Q3,202450.6
ISR,Israel,LF522,RS14_S15H,2014-Q4,203946
ISR,Israel,LF522,RS14_S15H,2015-Q1,211680.7
ISR,Israel,LF522,RS14_S15H,2015-Q2,205203.3
ISR,Israel,LF522,RS14_S15H,2015-Q3,197478
ISR,Israel,LF522,RS14_S15H,2015-Q4,191515
ISR,Israel,LF522,RS14_S15H,2016-Q1,186589
ISR,Israel,LF522,RS14_S15H,2016-Q2,186662
ISR,Israel,LF522,RS14_S15H,2016-Q3,191102
ISR,Israel,LF522,RS14_S15H,2016-Q4,184727
ISR,Israel,LF522,RS14_S15H,2017-Q1,197119
ISR,Israel,LF522,RS14_S15H,2017-Q2,205789
ISR,Israel,LF522,RS14_S15H,2017-Q3,212229
ISR,Israel,LF522,RS14_S15H,2017-Q4,223728
ISR,Israel,LF522,RS14_S15H,2018-Q1,217740
ISR,Israel,LF522,RS14_S15H,2018-Q2,216503
ISR,Israel,LF522,RS14_S15H,2018-Q3,217805
ISR,Israel,LF522,RS14_S15H,2018-Q4,217052.6
ISR,Israel,LF522,RS14_S15H,2019-Q1,223072
ISR,Israel,LF522,RS14_S15H,2019-Q2,229614
ISR,Israel,LF522,RS14_S15H,2019-Q3,237021
ISR,Israel,LF522,RS14_S15H,2019-Q4,246438.8
ISR,Israel,LF522,RS14_S15H,2020-Q1,204034.4
ISR,Israel,LF522,RS14_S15H,2020-Q2,222509.5
ISR,Israel,LF522,RS14_S15H,2020-Q3,234838.1
ISR,Israel,LF522,RS14_S15H,2020-Q4,256885.9
LVA,Latvia,LF52,RS14_S15H,2013-Q1,235.5
LVA,Latvia,LF52,RS14_S15H,2013-Q2,229.4
LVA,Latvia,LF52,RS14_S15H,2013-Q3,231.8
LVA,Latvia,LF52,RS14_S15H,2013-Q4,227.8
LVA,Latvia,LF52,RS14_S15H,2014-Q1,233
LVA,Latvia,LF52,RS14_S15H,2014-Q2,246.2
LVA,Latvia,LF52,RS14_S15H,2014-Q3,250.6
LVA,Latvia,LF52,RS14_S15H,2014-Q4,246.3
LVA,Latvia,LF52,RS14_S15H,2015-Q1,256.7
LVA,Latvia,LF52,RS14_S15H,2015-Q2,243.3
LVA,Latvia,LF52,RS14_S15H,2015-Q3,223.5
LVA,Latvia,LF52,RS14_S15H,2015-Q4,230
LVA,Latvia,LF52,RS14_S15H,2016-Q1,216.3
LVA,Latvia,LF52,RS14_S15H,2016-Q2,214.9
LVA,Latvia,LF52,RS14_S15H,2016-Q3,211.5
LVA,Latvia,LF52,RS14_S15H,2016-Q4,225.9
LVA,Latvia,LF52,RS14_S15H,2017-Q1,240.6
LVA,Latvia,LF52,RS14_S15H,2017-Q2,251.6
LVA,Latvia,LF52,RS14_S15H,2017-Q3,251.9
LVA,Latvia,LF52,RS14_S15H,2017-Q4,242
LVA,Latvia,LF52,RS14_S15H,2018-Q1,250.1
LVA,Latvia,LF52,RS14_S15H,2018-Q2,271.5
LVA,Latvia,LF52,RS14_S15H,2018-Q3,286.5
LVA,Latvia,LF52,RS14_S15H,2018-Q4,262.5
LVA,Latvia,LF52,RS14_S15H,2019-Q1,270.8
LVA,Latvia,LF52,RS14_S15H,2019-Q2,281.6
LVA,Latvia,LF52,RS14_S15H,2019-Q3,286.5
LVA,Latvia,LF52,RS14_S15H,2019-Q4,292.1
LVA,Latvia,LF52,RS14_S15H,2020-Q1,222.4
LVA,Latvia,LF52,RS14_S15H,2020-Q3,270.1
LVA,Latvia,LF52,RS14_S15H,2020-Q4,301.8
LVA,Latvia,LF521,RS14_S15H,2013-Q1,69.9
LVA,Latvia,LF521,RS14_S15H,2013-Q2,68.6
LVA,Latvia,LF521,RS14_S15H,2013-Q3,66.4
LVA,Latvia,LF521,RS14_S15H,2013-Q4,47.4
LVA,Latvia,LF521,RS14_S15H,2014-Q1,46
LVA,Latvia,LF521,RS14_S15H,2014-Q2,46.9
LVA,Latvia,LF521,RS14_S15H,2014-Q3,44.8
LVA,Latvia,LF521,RS14_S15H,2014-Q4,12.9
LVA,Latvia,LF521,RS14_S15H,2015-Q1,13.2
LVA,Latvia,LF521,RS14_S15H,2015-Q2,5.3
LVA,Latvia,LF521,RS14_S15H,2015-Q3,1
LVA,Latvia,LF521,RS14_S15H,2015-Q4,0.1
LVA,Latvia,LF521,RS14_S15H,2016-Q1,0.1
LVA,Latvia,LF521,RS14_S15H,2016-Q2,0.1
LVA,Latvia,LF521,RS14_S15H,2016-Q3,0.1
LVA,Latvia,LF521,RS14_S15H,2016-Q4,0.2
LVA,Latvia,LF521,RS14_S15H,2017-Q1,0.1
LVA,Latvia,LF521,RS14_S15H,2017-Q2,0.2
LVA,Latvia,LF521,RS14_S15H,2017-Q3,0.1
LVA,Latvia,LF521,RS14_S15H,2017-Q4,0.1
LVA,Latvia,LF521,RS14_S15H,2018-Q1,0
LVA,Latvia,LF521,RS14_S15H,2018-Q2,0
LVA,Latvia,LF521,RS14_S15H,2018-Q3,0
LVA,Latvia,LF521,RS14_S15H,2018-Q4,0
LVA,Latvia,LF521,RS14_S15H,2019-Q1,0
LVA,Latvia,LF521,RS14_S15H,2019-Q2,0
LVA,Latvia,LF521,RS14_S15H,2019-Q3,0
LVA,Latvia,LF521,RS14_S15H,2019-Q4,0
LVA,Latvia,LF521,RS14_S15H,2020-Q1,0.1
LVA,Latvia,LF521,RS14_S15H,2020-Q3,0.1
LVA,Latvia,LF521,RS14_S15H,2020-Q4,0.1
LVA,Latvia,LF522,RS14_S15H,2013-Q1,165.6
LVA,Latvia,LF522,RS14_S15H,2013-Q2,160.8
LVA,Latvia,LF522,RS14_S15H,2013-Q3,165.4
LVA,Latvia,LF522,RS14_S15H,2013-Q4,180.5
LVA,Latvia,LF522,RS14_S15H,2014-Q1,186.9
LVA,Latvia,LF522,RS14_S15H,2014-Q2,199.3
LVA,Latvia,LF522,RS14_S15H,2014-Q3,205.8
LVA,Latvia,LF522,RS14_S15H,2014-Q4,233.3
LVA,Latvia,LF522,RS14_S15H,2015-Q1,243.5
LVA,Latvia,LF522,RS14_S15H,2015-Q2,238.1
LVA,Latvia,LF522,RS14_S15H,2015-Q3,222.5
LVA,Latvia,LF522,RS14_S15H,2015-Q4,229.8
LVA,Latvia,LF522,RS14_S15H,2016-Q1,216.1
LVA,Latvia,LF522,RS14_S15H,2016-Q2,214.8
LVA,Latvia,LF522,RS14_S15H,2016-Q3,211.3
LVA,Latvia,LF522,RS14_S15H,2016-Q4,225.7
LVA,Latvia,LF522,RS14_S15H,2017-Q1,240.5
LVA,Latvia,LF522,RS14_S15H,2017-Q2,251.5
LVA,Latvia,LF522,RS14_S15H,2017-Q3,251.8
LVA,Latvia,LF522,RS14_S15H,2017-Q4,241.9
LVA,Latvia,LF522,RS14_S15H,2018-Q1,250.1
LVA,Latvia,LF522,RS14_S15H,2018-Q2,271.5
LVA,Latvia,LF522,RS14_S15H,2018-Q3,286.5
LVA,Latvia,LF522,RS14_S15H,2018-Q4,262.5
LVA,Latvia,LF522,RS14_S15H,2019-Q1,270.8
LVA,Latvia,LF522,RS14_S15H,2019-Q2,281.6
LVA,Latvia,LF522,RS14_S15H,2019-Q3,286.4
LVA,Latvia,LF522,RS14_S15H,2019-Q4,292.1
LVA,Latvia,LF522,RS14_S15H,2020-Q1,222.3
LVA,Latvia,LF522,RS14_S15H,2020-Q3,270
LVA,Latvia,LF522,RS14_S15H,2020-Q4,301.7
